TIPO_DE_APORTE;TIPO_APORTANTE;NOMBRE_CANDIDATO_PARTIDO_POLITICO;TIPO_DONATARIO;ELECCION;REGION;DISTRITO;PUEBLO;PACTO;PARTIDO;FECHA_DE_TRANSFERENCIA; MONTO 
CON PUBLICIDAD;PERSONA NATURAL;NATALIA ELEONORA ROJAS ROSAS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE COQUIMBO;DISTRITO 5;;LISTA DEL APRUEBO;PARTIDO RADICAL DE CHILE;24-02-21; 2.000 
CON PUBLICIDAD;PERSONA NATURAL;PAVEL LUCIANO GUIÑEZ NAHUELÑIR;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 20;;LISTA DEL APRUEBO;IND PARTIDO RADICAL DE CHILE;24-02-21; 100.000 
SIN PUBLICIDAD;PERSONA NATURAL;RODRIGO ALEJANDRO ALVAREZ ZENTENO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE MAGALLANES Y DE LA ANTARTICA CHILENA;DISTRITO 28;;VAMOS POR CHILE;UNION DEMOCRATA INDEPENDIENTE;24-02-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;MACARENA CORNEJO FUENTES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 8;;VAMOS POR CHILE;EVOLUCION POLITICA;24-02-21; 200.000 
PROPIO;PERSONA NATURAL;RENATO FABRIZIO GARIN GONZALEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 14;;LISTA DEL APRUEBO;INDEPENDIENTES;24-02-21; 500.000 
CON PUBLICIDAD;PERSONA NATURAL;CRISTINA INES DORADOR ORTIZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ANTOFAGASTA;DISTRITO 3;;MOVIMIENTO INDEPENDIENTES DEL NORTE (D3);INDEPENDIENTES;24-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;NATIVIDAD DEL CARMEN LLANQUILEO PILQUIMAN;CANDIDATO;CONVENCIONALES CONSTITUYENTES - PUEBLOS INDIGENAS;DEL BIOBIO;;MAPUCHE;;;24-02-21; 200.000 
SIN PUBLICIDAD;PERSONA NATURAL;CAROLINA  FERNANDEZ GONZALEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 15;;PARTIDO ECOLOGISTA VERDE;PARTIDO ECOLOGISTA VERDE;24-02-21; 50.000 
PROPIO;PERSONA NATURAL;RENATO FABRIZIO GARIN GONZALEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 14;;LISTA DEL APRUEBO;INDEPENDIENTES;24-02-21; 500.000 
CON PUBLICIDAD;PERSONA NATURAL;FRANCISCA DESBORDES SALCES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 6;;VAMOS POR CHILE;RENOVACION NACIONAL;24-02-21; 200.000 
SIN PUBLICIDAD;PERSONA NATURAL;AGUSTIN SQUELLA NARDUCCI;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;LISTA DEL APRUEBO;INDEPENDIENTES;24-02-21; 10.000 
CON PUBLICIDAD;PERSONA NATURAL;RODRIGO IVAN CORDOVA SEGUEL;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 16;;APRUEBO DIGNIDAD;PARTIDO COMUNISTA DE CHILE;24-02-21; 60.000 
SIN PUBLICIDAD;PERSONA NATURAL;NICOLE DENISSE ROMO FLORES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D9);INDEPENDIENTES;24-02-21; 40.000 
CON PUBLICIDAD;PERSONA NATURAL;RAFAEL IGNACIO SOTOMAYOR NARBONA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;LA LISTA DEL PUEBLO DISTRITO 12 (D12);INDEPENDIENTES;24-02-21; 5.000 
CON PUBLICIDAD;PERSONA NATURAL;RODRIGO TOMAS MALLEA CARDEMIL;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;APRUEBO DIGNIDAD;CONVERGENCIA SOCIAL;24-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;MANUEL GALLARDO SOTO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE MAGALLANES Y DE LA ANTARTICA CHILENA;DISTRITO 28;;LISTA DEL APRUEBO;PARTIDO DEMOCRATA CRISTIANO;24-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;LUIS FERNANDO MESINA MARIN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;MOVIMIENTOS SOCIALES : UNIDAD DE INDEPENDIENTES (D10);INDEPENDIENTES;24-02-21; 5.000 
CON PUBLICIDAD;PERSONA NATURAL;EDGAR EMILIO ESPERGUEL GARCIA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;VOCES CONSTITUYENTES (D12);INDEPENDIENTES;24-02-21; 2.000 
SIN PUBLICIDAD;PERSONA NATURAL;ANDREA RAGLIANTI SOLIVELLES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS RIOS;DISTRITO 24;;INDEPENDIENTES POR LA NUEVA CONSTITUCION (D24);INDEPENDIENTES;24-02-21; 20.000 
CON PUBLICIDAD;PERSONA NATURAL;AQUILES ALEJANDRO CARRASCO NAVAS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL MAULE;DISTRITO 17;;ASAMBLEA POPULAR POR LA DIGNIDAD (D17);INDEPENDIENTES;24-02-21; 10.000 
SIN PUBLICIDAD;PERSONA NATURAL;IGNACIO JAIME ACHURRA DIAZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 14;;APRUEBO DIGNIDAD;CONVERGENCIA SOCIAL;24-02-21; 500.000 
CON PUBLICIDAD;PERSONA NATURAL;JAIME ANDRES BASSA MERCADO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;APRUEBO DIGNIDAD;INDEPENDIENTES;24-02-21; 150.000 
CON PUBLICIDAD;PERSONA NATURAL;CHRISTIAN PABLO VIERA ALVAREZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL MAULE;DISTRITO 17;;LISTA DEL APRUEBO;INDEPENDIENTES;24-02-21; 150.000 
CON PUBLICIDAD;PERSONA NATURAL;CONSTANZA GABRIELA SCHONHAUT SOTO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;APRUEBO DIGNIDAD;CONVERGENCIA SOCIAL;24-02-21; 10.000 
CON PUBLICIDAD;PERSONA NATURAL;MATIAS FRANCISCO MENARES SAN JUAN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 13;;INDEPENDIENTES SIN PADRINOS (D13);INDEPENDIENTES;24-02-21; 20.000 
PROPIO;PERSONA NATURAL;HENRY  BOYS LOEB;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;;INDEPENDIENTES;24-02-21; 479.726 
SIN PUBLICIDAD;PERSONA NATURAL;PAZ  ANASTASIADIS LE ROY;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;LISTA DEL APRUEBO;PARTIDO DEMOCRATA CRISTIANO;24-02-21; 105.000 
CON PUBLICIDAD;PERSONA NATURAL;MIGUEL ANTONIO BECAR LABRAÑA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 21;;BIOBIO SIN PARTIDOS (D21);INDEPENDIENTES;24-02-21; 5.000 
PROPIO;PERSONA NATURAL;LUIS ALEJANDRO PEREZ REYES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE TARAPACA;DISTRITO 2;;PUEBLO UNIDO TARAPACA (D2);INDEPENDIENTES;24-02-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;RODRIGO TOMAS MALLEA CARDEMIL;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;APRUEBO DIGNIDAD;CONVERGENCIA SOCIAL;24-02-21; 30.000 
CON PUBLICIDAD;PERSONA NATURAL;RODRIGO TOMAS MALLEA CARDEMIL;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;APRUEBO DIGNIDAD;CONVERGENCIA SOCIAL;24-02-21; 50.000 
SIN PUBLICIDAD;PERSONA NATURAL;CLAUDIA  LETELIER VELASQUEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS RIOS;DISTRITO 24;;CHILE INDEPENDIENTE (D24);INDEPENDIENTES;24-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;CAROLINA GARCIA BERGUECIO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 13;;VAMOS POR CHILE;EVOLUCION POLITICA;24-02-21; 30.000 
CON PUBLICIDAD;PERSONA NATURAL;RAFAEL IGNACIO SOTOMAYOR NARBONA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;LA LISTA DEL PUEBLO DISTRITO 12 (D12);INDEPENDIENTES;24-02-21; 10.000 
CON PUBLICIDAD;PERSONA NATURAL;CLEMENTE  PEREZ ERRAZURIZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;INDEPENDIENTES CON CHILE (D11);INDEPENDIENTES;24-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;PABLO ROJAS VARAS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ANTOFAGASTA;DISTRITO 3;;APRUEBO DIGNIDAD;INDEPENDIENTES;24-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;ERIC DAVID CAMPOS BONTA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;APRUEBO DIGNIDAD;PARTIDO COMUNISTA DE CHILE;24-02-21; 25.000 
SIN PUBLICIDAD;PERSONA NATURAL;MARIA SOLEDAD ACUÑA DIAZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;INDEPENDIENTES COMO TU (D10);INDEPENDIENTES;24-02-21; 60.000 
SIN PUBLICIDAD;PERSONA NATURAL;ADOLFO MILLABUR ÑANCUIL;CANDIDATO;CONVENCIONALES CONSTITUYENTES - PUEBLOS INDIGENAS;DEL BIOBIO;;MAPUCHE;;;24-02-21; 500.000 
SIN PUBLICIDAD;PERSONA NATURAL;ANDREA GUTIERREZ VASQUEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;MOVIMIENTOS SOCIALES : UNIDAD DE INDEPENDIENTES (D10);INDEPENDIENTES;24-02-21; 10.000 
PROPIO;PERSONA NATURAL;CLAUDIO HERNAN DIAZ BECERRA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LA ARAUCANIA;DISTRITO 23;;ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D23);INDEPENDIENTES;24-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;DAMARIS NICOLE ABARCA GONZALEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 15;;APRUEBO DIGNIDAD;INDEPENDIENTES;24-02-21; 15.000 
CRÉDITO CON MANDATO;PERSONA NATURAL;RAUL CELIS MONTT;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;VAMOS POR CHILE;RENOVACION NACIONAL;24-02-21; 200.000 
PROPIO;PERSONA NATURAL;PIA CASTELLI FENICK;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;LISTA DEL APRUEBO;PARTIDO POR LA DEMOCRACIA;24-02-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;RODRIGO TOMAS MALLEA CARDEMIL;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;APRUEBO DIGNIDAD;CONVERGENCIA SOCIAL;24-02-21; 20.000 
CON PUBLICIDAD;PERSONA NATURAL;TERESA MARGARITA MARINOVIC VIAL;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;VAMOS POR CHILE;INDEPENDIENTES;24-02-21; 200 
CON PUBLICIDAD;PERSONA NATURAL;LAURA  ALBORNOZ POLLMANN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;LISTA DEL APRUEBO;PARTIDO DEMOCRATA CRISTIANO;24-02-21; 25.000 
PROPIO;PERSONA NATURAL;SCARLETT BEATRIZ VALDES PIZARRO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 6;;LISTA DEL APRUEBO;PARTIDO LIBERAL DE CHILE;24-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;JOSE ANTONIO VALENZUELA MAC-KELLAR;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 6;;VAMOS POR CHILE;EVOLUCION POLITICA;24-02-21; 500.000 
SIN PUBLICIDAD;PERSONA NATURAL;NICOLE DENISSE ROMO FLORES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D9);INDEPENDIENTES;24-02-21; 250.000 
SIN PUBLICIDAD;PERSONA NATURAL;NICOLE DENISSE ROMO FLORES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D9);INDEPENDIENTES;24-02-21; 20.000 
SIN PUBLICIDAD;PERSONA NATURAL;ELSA CAROLINA LABRAÑA PINO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL MAULE;DISTRITO 17;;LA LISTA DEL PUEBLO (D17);INDEPENDIENTES;24-02-21; 200.000 
SIN PUBLICIDAD;PERSONA NATURAL;ELSA CAROLINA LABRAÑA PINO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL MAULE;DISTRITO 17;;LA LISTA DEL PUEBLO (D17);INDEPENDIENTES;24-02-21; 200.000 
SIN PUBLICIDAD;PERSONA NATURAL;NICOLE DENISSE ROMO FLORES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D9);INDEPENDIENTES;24-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;TERESA MARGARITA MARINOVIC VIAL;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;VAMOS POR CHILE;INDEPENDIENTES;24-02-21; 500 
CON PUBLICIDAD;PERSONA NATURAL;ALEJANDRA DEL CARMEN PARRA MUÑOZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LA ARAUCANIA;DISTRITO 23;;ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D23);INDEPENDIENTES;24-02-21; 10.000 
SIN PUBLICIDAD;PERSONA NATURAL;JUAN CARLOS SEBASTIAN CLARET POOL;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS LAGOS;DISTRITO 25;;INDEPENDIENTES POR LA NUEVA CONSTITUCION (D25);INDEPENDIENTES;24-02-21; 20.000 
CON PUBLICIDAD;PERSONA NATURAL;PABLO SALVADOR LUIS SEPULVEDA ALLENDE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;MOVIMIENTOS SOCIALES : UNIDAD DE INDEPENDIENTES (D10);INDEPENDIENTES;24-02-21; 30.000 
PROPIO;PERSONA NATURAL;CELIA DE LAS MERCEDES GONZALEZ BRAVO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ANTOFAGASTA;DISTRITO 3;;LISTA DEL APRUEBO;PARTIDO RADICAL DE CHILE;24-02-21; 800.000 
PROPIO;PERSONA NATURAL;CAROLINA ANDREA SEPULVEDA SEPULVEDA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ÑUBLE;DISTRITO 19;;INDEPENDIENTES DE ÑUBLE POR LA NUEVA CONSTITUCION (D19);INDEPENDIENTES;24-02-21; 250.000 
CON PUBLICIDAD;PERSONA NATURAL;ANA RAQUEL MARTINEZ CHAMORRO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 15;;APRUEBO DIGNIDAD;REVOLUCION DEMOCRATICA;24-02-21; 20.000 
CON PUBLICIDAD;PERSONA NATURAL;NICOLE DENISSE ROMO FLORES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D9);INDEPENDIENTES;24-02-21; 75.000 
CON PUBLICIDAD;PERSONA NATURAL;JORGE ISAAC DEL CARMEN CONTRERAS MUÑOZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;DISTRITO 27;;A PULSO, POR EL BUEN VIVIR (D27);INDEPENDIENTES;24-02-21; 10.000 
CON PUBLICIDAD;PERSONA NATURAL;FEDERICO IGLESIAS MUÑOZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 15;;VAMOS POR CHILE;INDEPENDIENTES;24-02-21; 60.000 
PROPIO;PERSONA NATURAL;MANUEL JOSE OSSANDON LIRA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;VAMOS POR CHILE;INDEPENDIENTES;24-02-21; 250.000 
CON PUBLICIDAD;PERSONA NATURAL;FRANCISCA FERNANDEZ DROGUETT;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;MOVIMIENTOS SOCIALES : UNIDAD DE INDEPENDIENTES (D10);INDEPENDIENTES;24-02-21; 100.000 
SIN PUBLICIDAD;PERSONA NATURAL;RODRIGO TOMAS MALLEA CARDEMIL;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;APRUEBO DIGNIDAD;CONVERGENCIA SOCIAL;24-02-21; 25.000 
SIN PUBLICIDAD;PERSONA NATURAL;ENRIQUE EDUARDO LOPEZ MENESES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 15;;LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15);INDEPENDIENTES;24-02-21; 80.000 
CON PUBLICIDAD;PERSONA NATURAL;DAGOBERTO ANTONIO HUERTA ARRUE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 16;;SEXTA UNIDA (D16);INDEPENDIENTES;24-02-21; 20.000 
CON PUBLICIDAD;PERSONA NATURAL;JAIME ANDRES BASSA MERCADO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;APRUEBO DIGNIDAD;INDEPENDIENTES;24-02-21; 20.000 
CON PUBLICIDAD;PERSONA NATURAL;JORGE ISAAC DEL CARMEN CONTRERAS MUÑOZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;DISTRITO 27;;A PULSO, POR EL BUEN VIVIR (D27);INDEPENDIENTES;24-02-21; 10.000 
CON PUBLICIDAD;PERSONA NATURAL;IGOR FERNANDO VILLARREAL GUAJARDO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL MAULE;DISTRITO 17;;APRUEBO DIGNIDAD;IND PARTIDO COMUNISTA DE CHILE;24-02-21; 5.000 
CON PUBLICIDAD;PERSONA NATURAL;AMAYA PAULINA ALVEZ MARIN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 20;;APRUEBO DIGNIDAD;REVOLUCION DEMOCRATICA;24-02-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;AMAYA PAULINA ALVEZ MARIN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 20;;APRUEBO DIGNIDAD;REVOLUCION DEMOCRATICA;24-02-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;CATALINA LAGOS TSCHORNE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;LISTA DEL APRUEBO;PARTIDO SOCIALISTA DE CHILE;24-02-21; 180.000 
CON PUBLICIDAD;PERSONA NATURAL;ALEJANDRA ROSA ACEVEDO ESCOBAR;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;LISTA DEL APRUEBO;INDEPENDIENTES;24-02-21; 10.000 
CON PUBLICIDAD;PERSONA NATURAL;RAFAEL IGNACIO SOTOMAYOR NARBONA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;LA LISTA DEL PUEBLO DISTRITO 12 (D12);INDEPENDIENTES;24-02-21; 10.000 
SIN PUBLICIDAD;PERSONA NATURAL;LEONARDO ANDRES LATORRE MELIN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;SOBERANIA CIUDADANA (D7);INDEPENDIENTES;24-02-21; 180.000 
PROPIO;PERSONA NATURAL;ANGELICA YEVENES ARANDA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;PARTIDO ECOLOGISTA VERDE;PARTIDO ECOLOGISTA VERDE;24-02-21; 30.000 
CON PUBLICIDAD;PERSONA NATURAL;FELIPE  LERZUNDI RIVAS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ANTOFAGASTA;DISTRITO 3;;LISTA DEL APRUEBO;PARTIDO DEMOCRATA CRISTIANO;24-02-21; 30.000 
PROPIO;PERSONA NATURAL;SAMUEL ANDRES GALVEZ DERPICH;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS LAGOS;DISTRITO 26;;LISTA DEL APRUEBO;PARTIDO LIBERAL DE CHILE;24-02-21; 200.000 
PROPIO;PERSONA NATURAL;PAMELA ANDREA MORALES ROLDAN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 16;;SEXTA UNIDA (D16);INDEPENDIENTES;24-02-21; 50.000 
SIN PUBLICIDAD;PERSONA NATURAL;SANDRA KATRIN SAAVEDRA LOWENBERGER;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 14;;APRUEBO DIGNIDAD;PARTIDO COMUNISTA DE CHILE;24-02-21; 300.000 
PROPIO;PERSONA NATURAL;MONSERRAT CANDIA ROCHA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;PARTIDO ECOLOGISTA VERDE;PARTIDO ECOLOGISTA VERDE;24-02-21; 100.000 
SIN PUBLICIDAD;PERSONA NATURAL;FEDERICO IGLESIAS MUÑOZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 15;;VAMOS POR CHILE;INDEPENDIENTES;24-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;FRANCISCA DESBORDES SALCES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 6;;VAMOS POR CHILE;RENOVACION NACIONAL;24-02-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;PATRICIA POLITZER KEREKES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;INDEPENDIENTES POR LA NUEVA CONSTITUCION  (D10);INDEPENDIENTES;24-02-21; 20.000 
SIN PUBLICIDAD;PERSONA NATURAL;RAFAEL IGNACIO SOTOMAYOR NARBONA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;LA LISTA DEL PUEBLO DISTRITO 12 (D12);INDEPENDIENTES;24-02-21; 25.000 
CON PUBLICIDAD;PERSONA NATURAL;LUCIO FAVIO CUENCA BERGER;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;VOCES CONSTITUYENTES (D12);INDEPENDIENTES;24-02-21; 200.000 
PROPIO;PERSONA NATURAL;IANCU ANDRES CORDESCU DONOSO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 16;;CORRIENTES INDEPENDIENTES (D16);INDEPENDIENTES;24-02-21; 150.000 
CON PUBLICIDAD;PERSONA NATURAL;JORGE BARADIT MORALES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;LISTA DEL APRUEBO;INDEPENDIENTES;24-02-21; 3.000 
CON PUBLICIDAD;PERSONA NATURAL;CLAUDIA ANDREA ROJAS BRAVO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL MAULE;DISTRITO 17;;ASAMBLEA POPULAR POR LA DIGNIDAD (D17);INDEPENDIENTES;24-02-21; 50.000 
SIN PUBLICIDAD;PERSONA NATURAL;RICHARD EDUARDO CAAMAÑO OYARZUN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LA ARAUCANIA;DISTRITO 23;;INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23);INDEPENDIENTES;24-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;JORGE BARADIT MORALES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;LISTA DEL APRUEBO;INDEPENDIENTES;24-02-21; 50.000 
SIN PUBLICIDAD;PERSONA NATURAL;RICHARD EDUARDO CAAMAÑO OYARZUN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LA ARAUCANIA;DISTRITO 23;;INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23);INDEPENDIENTES;24-02-21; 50.000 
