TIPO_DE_APORTE;TIPO_APORTANTE;NOMBRE_CANDIDATO_PARTIDO_POLITICO;TIPO_DONATARIO;ELECCION;REGION;DISTRITO;PUEBLO;PACTO;PARTIDO;FECHA_DE_TRANSFERENCIA; MONTO 
CON PUBLICIDAD;PERSONA NATURAL;CAMILA IGNACIA ZARATE ZARATE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;LA LISTA DEL PUEBLO (D7);INDEPENDIENTES;19-03-21; 5.000 
CON PUBLICIDAD;PERSONA NATURAL;FELIPE IGNACIO MENA VILLAR;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS RIOS;DISTRITO 24;;VAMOS POR CHILE;UNION DEMOCRATA INDEPENDIENTE;19-03-21; 1.000.000 
CON PUBLICIDAD;PERSONA NATURAL;FRANCISCO JAVIER GONZALEZ SILVA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ARICA Y PARINACOTA;DISTRITO 1;;VAMOS POR CHILE;INDEPENDIENTES;19-03-21; 1.000.000 
CON PUBLICIDAD;PERSONA NATURAL;CONSTANZA GAJARDO MIRANDA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL MAULE;DISTRITO 17;;VAMOS POR CHILE;UNION DEMOCRATA INDEPENDIENTE;19-03-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;TANIA ISABEL MADRIAGA FLORES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;LA LISTA DEL PUEBLO (D7);INDEPENDIENTES;19-03-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;MARIA JOSE BECERRA MORO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 14;;LISTA DEL APRUEBO;PARTIDO SOCIALISTA DE CHILE;19-03-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;CATALINA LAGOS TSCHORNE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;LISTA DEL APRUEBO;PARTIDO SOCIALISTA DE CHILE;19-03-21; 200.000 
SIN PUBLICIDAD;PERSONA NATURAL;CAROLINA GARCIA BERGUECIO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 13;;VAMOS POR CHILE;EVOLUCION POLITICA;19-03-21; 500.000 
SIN PUBLICIDAD;PERSONA NATURAL;EXEQUIEL  SILVA ORTIZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS RIOS;DISTRITO 24;;LISTA DEL APRUEBO;PARTIDO DEMOCRATA CRISTIANO;19-03-21; 150.000 
SIN PUBLICIDAD;PERSONA NATURAL;PATRICIO ZAPATA LARRAIN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;LISTA DEL APRUEBO;PARTIDO DEMOCRATA CRISTIANO;19-03-21; 40.000 
SIN PUBLICIDAD;PERSONA NATURAL;MARIANA AYLWIN OYARZUN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;INDEPENDIENTES CON CHILE (D11);INDEPENDIENTES;19-03-21; 300.000 
CON PUBLICIDAD;PERSONA NATURAL;ALEJANDRO ANDRES FERNANDEZ GONZALEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 13;;VAMOS POR CHILE;INDEPENDIENTES;19-03-21; 500.000 
CON PUBLICIDAD;PERSONA NATURAL;MARIA ANGELICA FERNANDEZ GUTIERREZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS RIOS;DISTRITO 24;;VAMOS POR CHILE;INDEPENDIENTES;19-03-21; 500.000 
SIN PUBLICIDAD;PERSONA NATURAL;BERNARDO FONTAINE TALAVERA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;VAMOS POR CHILE;INDEPENDIENTES;19-03-21; 500.000 
CON PUBLICIDAD;PERSONA NATURAL;TOMAS  MANDIOLA LAGOS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS RIOS;DISTRITO 24;;VAMOS POR CHILE;EVOLUCION POLITICA;19-03-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;BARBARA SEPULVEDA HALES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;APRUEBO DIGNIDAD;PARTIDO COMUNISTA DE CHILE;19-03-21; 50.000 
SIN PUBLICIDAD;PERSONA NATURAL;CONSTANZA VERONICA HUBE PORTUS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;VAMOS POR CHILE;UNION DEMOCRATA INDEPENDIENTE;19-03-21; 500.000 
SIN PUBLICIDAD;PERSONA NATURAL;RICARDO ANDRES NEUMANN BERTIN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 16;;VAMOS POR CHILE;IND UNION DEMOCRATA INDEPENDIENTE;19-03-21; 500.000 
SIN PUBLICIDAD;PERSONA NATURAL;ROCIO  CANTUARIAS RUBIO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 20;;VAMOS POR CHILE;INDEPENDIENTES;19-03-21; 500.000 
SIN PUBLICIDAD;PERSONA NATURAL;TOMAS  MANDIOLA LAGOS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS RIOS;DISTRITO 24;;VAMOS POR CHILE;EVOLUCION POLITICA;19-03-21; 445.000 
CON PUBLICIDAD;PERSONA NATURAL;FELIPE IGNACIO MENA VILLAR;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS RIOS;DISTRITO 24;;VAMOS POR CHILE;UNION DEMOCRATA INDEPENDIENTE;19-03-21; 300.000 
CON PUBLICIDAD;PERSONA NATURAL;LUIS SILVA IRARRAZAVAL;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 13;;VAMOS POR CHILE;INDEPENDIENTES;19-03-21; 400.000 
CON PUBLICIDAD;PERSONA NATURAL;TANIA ISABEL MADRIAGA FLORES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;LA LISTA DEL PUEBLO (D7);INDEPENDIENTES;19-03-21; 200.000 
SIN PUBLICIDAD;PERSONA NATURAL;GLADYS  BARRAZA ASTUDILLO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE COQUIMBO;DISTRITO 5;;LISTA DEL APRUEBO;PARTIDO DEMOCRATA CRISTIANO;19-03-21; 500.000 
CON PUBLICIDAD;PERSONA NATURAL;ROBERTO VEGA CAMPUSANO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE COQUIMBO;DISTRITO 5;;VAMOS POR CHILE;RENOVACION NACIONAL;19-03-21; 550.000 
CON PUBLICIDAD;PERSONA NATURAL;CONSTANZA VERONICA HUBE PORTUS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;VAMOS POR CHILE;UNION DEMOCRATA INDEPENDIENTE;19-03-21; 500.000 
SIN PUBLICIDAD;PERSONA NATURAL;BERNARDO FONTAINE TALAVERA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;VAMOS POR CHILE;INDEPENDIENTES;19-03-21; 500.000 
SIN PUBLICIDAD;PERSONA NATURAL;RICARDO ANDRES NEUMANN BERTIN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 16;;VAMOS POR CHILE;IND UNION DEMOCRATA INDEPENDIENTE;19-03-21; 500.000 
CON PUBLICIDAD;PERSONA NATURAL;PABLO SEBASTIAN PERELLO PEREZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 21;;VAMOS POR CHILE;INDEPENDIENTES;19-03-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;CAROL CECILIA BOWN SEPULVEDA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 15;;VAMOS POR CHILE;UNION DEMOCRATA INDEPENDIENTE;19-03-21; 300.000 
CON PUBLICIDAD;PERSONA NATURAL;JOSE FRANCISCO MORENO GUZMAN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 8;;VAMOS POR CHILE;UNION DEMOCRATA INDEPENDIENTE;19-03-21; 300.000 
CON PUBLICIDAD;PERSONA NATURAL;EMILIA SCHNEIDER VIDELA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;APRUEBO DIGNIDAD;COMUNES;19-03-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;TOMAS GUEVARA AGUERO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 8;;VAMOS POR CHILE;INDEPENDIENTES;19-03-21; 300.000 
CON PUBLICIDAD;PERSONA NATURAL;CAROLA PATRICIA FREDES TOLORZA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;INDEPENDIENTES POR LA NUEVA CONSTITUCION (D11);INDEPENDIENTES;19-03-21; 15.000 
CON PUBLICIDAD;PERSONA NATURAL;FERNANDO ATRIA LEMAITRE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;APRUEBO DIGNIDAD;IND REVOLUCION DEMOCRATICA;19-03-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;MARCELO CARRILLO FERNANDEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 21;;BIOBIO SIN PARTIDOS (D21);INDEPENDIENTES;19-03-21; 40.000 
CON PUBLICIDAD;PERSONA NATURAL;RAUL EDUARDO CATALAN CASTRO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ANTOFAGASTA;DISTRITO 3;;INDEPENDIENTES DEL NORTE GRANDE POR UNA NUEVA CONSTITUCION (D3);INDEPENDIENTES;19-03-21; 86.987 
CON PUBLICIDAD;PERSONA NATURAL;FRANCISCO JAVIER MOLL AGUIRRE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ANTOFAGASTA;DISTRITO 3;;INDEPENDIENTES DEL NORTE GRANDE POR UNA NUEVA CONSTITUCION (D3);INDEPENDIENTES;19-03-21; 86.987 
SIN PUBLICIDAD;PERSONA NATURAL;PAULINA VELOSO MUÑOZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 21;;VAMOS POR CHILE;RENOVACION NACIONAL;19-03-21; 30.000 
CON PUBLICIDAD;PERSONA NATURAL;CATHERINE MARLENE SANCHEZ GUTIERREZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ANTOFAGASTA;DISTRITO 3;;INDEPENDIENTES DEL NORTE GRANDE POR UNA NUEVA CONSTITUCION (D3);INDEPENDIENTES;19-03-21; 86.990 
CON PUBLICIDAD;PERSONA NATURAL;FERNANDO ATRIA LEMAITRE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;APRUEBO DIGNIDAD;IND REVOLUCION DEMOCRATICA;19-03-21; 10.000 
SIN PUBLICIDAD;PERSONA NATURAL;LORENA LOBOS CASTRO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 20;;LISTA DEL APRUEBO;IND PARTIDO SOCIALISTA DE CHILE;19-03-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;DANIELA ABIGAIL CARVACHO DIAZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS LAGOS;DISTRITO 25;;APRUEBO DIGNIDAD;REVOLUCION DEMOCRATICA;19-03-21; 560.000 
SIN PUBLICIDAD;PERSONA NATURAL;FERNANDO SEPULVEDA BRICEÑO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 20;;PARTIDO ECOLOGISTA VERDE;PARTIDO ECOLOGISTA VERDE;19-03-21; 150.000 
CON PUBLICIDAD;PERSONA NATURAL;RODRIGO ANDRES REYES SANGERMANI;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D7);INDEPENDIENTES;19-03-21; 10.000 
CON PUBLICIDAD;PERSONA NATURAL;HERMANN ROBERTO MONDACA RAITERI;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ARICA Y PARINACOTA;DISTRITO 1;;APRUEBO DIGNIDAD;INDEPENDIENTES;19-03-21; 10.000 
CON PUBLICIDAD;PERSONA NATURAL;GONZALO MANUEL BACIGALUPE ROJAS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;APRUEBO DIGNIDAD;INDEPENDIENTES;19-03-21; 10.000 
CON PUBLICIDAD;PERSONA NATURAL;PAULINA ELISSETCHE HURTADO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL MAULE;DISTRITO 17;;LISTA DEL APRUEBO;PARTIDO SOCIALISTA DE CHILE;19-03-21; 10.000 
SIN PUBLICIDAD;PERSONA NATURAL;RODRIGO ANTONIO POBLETE REYES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL MAULE;DISTRITO 17;;LISTA DEL APRUEBO;INDEPENDIENTES;19-03-21; 100.000 
SIN PUBLICIDAD;PERSONA NATURAL;CATALINA LAGOS TSCHORNE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;LISTA DEL APRUEBO;PARTIDO SOCIALISTA DE CHILE;19-03-21; 100.000 
PROPIO;PERSONA NATURAL;BENJAMIN ISRAEL LORCA INZUNZA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 6;;;INDEPENDIENTES;19-03-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;GUILLERMO NICOLAS NAMOR KONG;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ATACAMA;DISTRITO 4;;INDEPENDIENTES POR LA NUEVA CONSTITUCION (D4);INDEPENDIENTES;19-03-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;GUILLERMO NICOLAS NAMOR KONG;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ATACAMA;DISTRITO 4;;INDEPENDIENTES POR LA NUEVA CONSTITUCION (D4);INDEPENDIENTES;19-03-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;GUILLERMO NICOLAS NAMOR KONG;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ATACAMA;DISTRITO 4;;INDEPENDIENTES POR LA NUEVA CONSTITUCION (D4);INDEPENDIENTES;19-03-21; 100.000 
SIN PUBLICIDAD;PERSONA NATURAL;BENITO JOSE BARANDA FERRAN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D12);INDEPENDIENTES;19-03-21; 100.000 
SIN PUBLICIDAD;PERSONA NATURAL;PATRICIO ZAPATA LARRAIN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;LISTA DEL APRUEBO;PARTIDO DEMOCRATA CRISTIANO;19-03-21; 20.000 
CON PUBLICIDAD;PERSONA NATURAL;FABIAN MARCELO FARIAS QUIJADA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL MAULE;DISTRITO 17;;APRUEBO DIGNIDAD;REVOLUCION DEMOCRATICA;19-03-21; 20.000 
CON PUBLICIDAD;PERSONA NATURAL;MARIA PILAR TRIVIÑO GONZALEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ATACAMA;DISTRITO 4;;ASAMBLEA CONSTITUYENTE ATACAMA;INDEPENDIENTES;19-03-21; 45.000 
SIN PUBLICIDAD;PERSONA NATURAL;ALEXANDRA MARIANA PEREZ CEPEDA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 6;;INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6);INDEPENDIENTES;19-03-21; 5.000 
CON PUBLICIDAD;PERSONA NATURAL;RICARDO MONTERO ALLENDE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL MAULE;DISTRITO 18;;LISTA DEL APRUEBO;PARTIDO SOCIALISTA DE CHILE;19-03-21; 80.000 
CON PUBLICIDAD;PERSONA NATURAL;EMILIA SCHNEIDER VIDELA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;APRUEBO DIGNIDAD;COMUNES;19-03-21; 10.000 
CON PUBLICIDAD;PERSONA NATURAL;INGRID MARITZA CONEJEROS MONTECINO;CANDIDATO;CONVENCIONALES CONSTITUYENTES - PUEBLOS INDIGENAS;DE LA ARAUCANIA;;MAPUCHE;;;19-03-21; 20.000 
CON PUBLICIDAD;PERSONA NATURAL;CRISTOBAL PATRICIO BELLOLIO BADIOLA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;LISTA DEL APRUEBO;INDEPENDIENTES;19-03-21; 10.000 
SIN PUBLICIDAD;PERSONA NATURAL;FRANCISCA DESBORDES SALCES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 6;;VAMOS POR CHILE;RENOVACION NACIONAL;19-03-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;JUAN ANDRES CAROCA BRAVO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 15;;;INDEPENDIENTES;19-03-21; 100.000 
SIN PUBLICIDAD;PERSONA NATURAL;LAURA  ALBORNOZ POLLMANN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;LISTA DEL APRUEBO;PARTIDO DEMOCRATA CRISTIANO;19-03-21; 250.000 
SIN PUBLICIDAD;PERSONA NATURAL;PABLO SEBASTIAN PERELLO PEREZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 21;;VAMOS POR CHILE;INDEPENDIENTES;19-03-21; 500.000 
SIN PUBLICIDAD;PERSONA NATURAL;JOSE ANDRES MURILLO URRUTIA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;INDEPENDIENTES POR LA NUEVA CONSTITUCION  (D10);INDEPENDIENTES;19-03-21; 5.000 
SIN PUBLICIDAD;PERSONA NATURAL;MACARENA VENEGAS TASSARA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;VAMOS POR CHILE;INDEPENDIENTES;19-03-21; 57.417 
SIN PUBLICIDAD;PERSONA NATURAL;DANIEL ALEJANDRO BRAVO SILVA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE COQUIMBO;DISTRITO 5;;LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5);INDEPENDIENTES;19-03-21; 2.000 
PROPIO;PERSONA NATURAL;CHRISTIAN ALEJANDRO RUIZ BAHAMONDE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS LAGOS;DISTRITO 26;;INSULARES E INDEPENDIENTES (D26);INDEPENDIENTES;19-03-21; 150.000 
CON PUBLICIDAD;PERSONA NATURAL;SHAI AGOSIN WEISZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;VAMOS POR CHILE;EVOLUCION POLITICA;19-03-21; 500.000 
CON PUBLICIDAD;PERSONA NATURAL;CHRISTIAN PABLO VIERA ALVAREZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL MAULE;DISTRITO 17;;LISTA DEL APRUEBO;INDEPENDIENTES;19-03-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;CONSTANZA VERONICA HUBE PORTUS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;VAMOS POR CHILE;UNION DEMOCRATA INDEPENDIENTE;19-03-21; 300.000 
CON PUBLICIDAD;PERSONA NATURAL;MARIANA MACARENA URENDA SALAMANCA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;VAMOS POR CHILE;UNION DEMOCRATA INDEPENDIENTE;19-03-21; 500.000 
CON PUBLICIDAD;PERSONA NATURAL;CHRISTIAN ALEJANDRO RUIZ BAHAMONDE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS LAGOS;DISTRITO 26;;INSULARES E INDEPENDIENTES (D26);INDEPENDIENTES;19-03-21; 229.000 
SIN PUBLICIDAD;PERSONA NATURAL;DAUNO TOTORO NAVARRO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;PARTIDO DE TRABAJADORES REVOLUCIONARIOS;PARTIDO TRABAJADORES REVOLUCIONARIOS;19-03-21; 30.000 
CON PUBLICIDAD;PERSONA NATURAL;MIRIAM LORENA HENRIQUEZ VIÑAS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ATACAMA;DISTRITO 4;;INDEPENDIENTES POR LA NUEVA CONSTITUCION (D4);INDEPENDIENTES;19-03-21; 200.000 
PROPIO;PERSONA NATURAL;ANA MARIA LLAO LLAO;CANDIDATO;CONVENCIONALES CONSTITUYENTES - PUEBLOS INDIGENAS;DE LA ARAUCANIA;;MAPUCHE;;;19-03-21; 400.000 
SIN PUBLICIDAD;PERSONA NATURAL;FELIPE IGNACIO MENA VILLAR;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS RIOS;DISTRITO 24;;VAMOS POR CHILE;UNION DEMOCRATA INDEPENDIENTE;19-03-21; 450.000 
CON PUBLICIDAD;PERSONA NATURAL;CONSTANZA FLORENCIA VALDES CONTRERAS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;APRUEBO DIGNIDAD;COMUNES;19-03-21; 50.000 
PROPIO;PERSONA NATURAL;RAUL  CASTRO LETELIER;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ARICA Y PARINACOTA;DISTRITO 1;;LISTA DEL APRUEBO;PARTIDO DEMOCRATA CRISTIANO;19-03-21; 1.000.000 
PROPIO;PERSONA NATURAL;ANA MARIA LLAO LLAO;CANDIDATO;CONVENCIONALES CONSTITUYENTES - PUEBLOS INDIGENAS;DE LA ARAUCANIA;;MAPUCHE;;;19-03-21; 400.000 
CON PUBLICIDAD;PERSONA NATURAL;MARIA PILAR TRIVIÑO GONZALEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ATACAMA;DISTRITO 4;;ASAMBLEA CONSTITUYENTE ATACAMA;INDEPENDIENTES;19-03-21; 20.000 
CON PUBLICIDAD;PERSONA NATURAL;JUDITH ESTHER LUNA DUARTE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ARICA Y PARINACOTA;DISTRITO 1;;INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D1);INDEPENDIENTES;19-03-21; 868.667 
CON PUBLICIDAD;PERSONA NATURAL;DANIELA KING REYES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;MOVIMIENTO SOCIAL CONSTITUYENTE / LA LISTA DEL PUEBLO (D11);INDEPENDIENTES;19-03-21; 4.000 
CON PUBLICIDAD;PERSONA NATURAL;RODRIGO ALEJANDRO VENEGAS VERGARA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ARICA Y PARINACOTA;DISTRITO 1;;INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D1);INDEPENDIENTES;19-03-21; 868.667 
SIN PUBLICIDAD;PERSONA NATURAL;MARIA INES FIGARI BARRERA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE COQUIMBO;DISTRITO 5;;VAMOS POR CHILE;INDEPENDIENTES;19-03-21; 490.000 
CON PUBLICIDAD;PERSONA NATURAL;HERNAN IGNACIO BENJAMIN RAMIREZ RUEDA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 6;;MOVIMIENTOS SOCIALES INDEPENDIENTES (D6);INDEPENDIENTES;19-03-21; 30.000 
SIN PUBLICIDAD;PERSONA NATURAL;JOSE ANDRES MURILLO URRUTIA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;INDEPENDIENTES POR LA NUEVA CONSTITUCION  (D10);INDEPENDIENTES;19-03-21; 150.000 
CON PUBLICIDAD;PERSONA NATURAL;BENITO JOSE BARANDA FERRAN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D12);INDEPENDIENTES;19-03-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;CHRISTIAN PABLO VIERA ALVAREZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL MAULE;DISTRITO 17;;LISTA DEL APRUEBO;INDEPENDIENTES;19-03-21; 20.000 
SIN PUBLICIDAD;PERSONA NATURAL;JUAN ENRIQUE PI ARRIAGADA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;LISTA DEL APRUEBO;INDEPENDIENTES;19-03-21; 70.000 
CON PUBLICIDAD;PERSONA NATURAL;VALERIA PAZ YAÑEZ ALVAREZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 13;;PARTIDO DE TRABAJADORES REVOLUCIONARIOS;PARTIDO TRABAJADORES REVOLUCIONARIOS;19-03-21; 10.000 
CON PUBLICIDAD;PERSONA NATURAL;SANTO REINAO MILLAHUAL;CANDIDATO;CONVENCIONALES CONSTITUYENTES - PUEBLOS INDIGENAS;DEL BIOBIO;;MAPUCHE;;;19-03-21; 500.000 
PROPIO;PERSONA NATURAL;MONSERRAT CANDIA ROCHA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;PARTIDO ECOLOGISTA VERDE;PARTIDO ECOLOGISTA VERDE;19-03-21; 350.000 
SIN PUBLICIDAD;PERSONA NATURAL;JOSE OSVALDO ZUÑIGA PINO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ÑUBLE;DISTRITO 19;;APRUEBO DIGNIDAD;PARTIDO COMUNISTA DE CHILE;19-03-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;EMILIA SCHNEIDER VIDELA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;APRUEBO DIGNIDAD;COMUNES;19-03-21; 40.000 
